am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total nepafenac am I using?,dosage-total
How many times have I taken nepafenac?,frequency-number
How often do I take nepafenac?,frequency-number
How many days have I been on nepafenac?,frequency-number
How many more days do I need to take nepafenac,frequency-number
when do I take nepafenac,frequency-dotw
on what days am i taking nepafenac,frequency-dotw
when's the next time I take nepafenac,frequency-dotw
What side effects does nepafenac have,side-effects-list
What are the side effects of nepafenac,side-effects-list
what are nepafenac's side effects?,side-effects-list
does nepafenac have any side effects,side-effects-list
Does nepafenac cause nausea?,side-effects-cause
Is sneezing a symptom of nepafenac,side-effects-cause
is my upset stomach and nepafenac related,side-effects-cause
would nepafenac be the reason for my ulcers,side-effects-cause
How many nepafenac pill do I have left?,pill-current
How many nepafenacs do i have right now?,pill-current
Current count of nepafenac pills,pill-current
when will i run out of nepafenac pills,pill-run-out
how long until i finish my nepafenac pills,pill-run-out
when will i stop taking nepafenac,calendar-end
what is my end date for nepafenac?,calendar-end
how long until i finish nepafenac,calendar-end
when did i start taking nepafenac,calendar-start
what is my start date for nepafenac?,calendar-start
how long since i started nepafenac,calendar-start
When is the next day I'll be taking nepafenac,calendar-next-day
Will i take nepafenac tomorrow?,calendar-next-day
whens the next time for nepafenac,calendar-next-day
When is the last day I'll be taking nepafenac,calendar-previous-day
Did i take nepafenac yesterday,calendar-previous-day
when was the last time for nepafenac,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 mefloquine pills today?,dosage-daily
what is today's dosage of mefloquine,dosage-daily
how much mefloquine am I taking per day,dosage-daily
what is my daily intake of mefloquine?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total mefloquine am I using?,dosage-total
How many times have I taken mefloquine?,frequency-number
How often do I take mefloquine?,frequency-number
How many days have I been on mefloquine?,frequency-number
How many more days do I need to take mefloquine,frequency-number
when do I take mefloquine,frequency-dotw
on what days am i taking mefloquine,frequency-dotw
when's the next time I take mefloquine,frequency-dotw
What side effects does mefloquine have,side-effects-list
What are the side effects of mefloquine,side-effects-list
what are mefloquine's side effects?,side-effects-list
does mefloquine have any side effects,side-effects-list
Does mefloquine cause nausea?,side-effects-cause
Is sneezing a symptom of mefloquine,side-effects-cause
is my upset stomach and mefloquine related,side-effects-cause
would mefloquine be the reason for my ulcers,side-effects-cause
How many mefloquine pill do I have left?,pill-current
How many mefloquines do i have right now?,pill-current
Current count of mefloquine pills,pill-current
when will i run out of mefloquine pills,pill-run-out
how long until i finish my mefloquine pills,pill-run-out
when will i stop taking mefloquine,calendar-end
what is my end date for mefloquine?,calendar-end
how long until i finish mefloquine,calendar-end
when did i start taking mefloquine,calendar-start
what is my start date for mefloquine?,calendar-start
how long since i started mefloquine,calendar-start
When is the next day I'll be taking mefloquine,calendar-next-day
Will i take mefloquine tomorrow?,calendar-next-day
whens the next time for mefloquine,calendar-next-day
When is the last day I'll be taking mefloquine,calendar-previous-day
Did i take mefloquine yesterday,calendar-previous-day
when was the last time for mefloquine,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 aprotinin pills today?,dosage-daily
what is today's dosage of aprotinin,dosage-daily
how much aprotinin am I taking per day,dosage-daily
what is my daily intake of aprotinin?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total aprotinin am I using?,dosage-total
How many times have I taken aprotinin?,frequency-number
How often do I take aprotinin?,frequency-number
How many days have I been on aprotinin?,frequency-number
How many more days do I need to take aprotinin,frequency-number
when do I take aprotinin,frequency-dotw
on what days am i taking aprotinin,frequency-dotw
when's the next time I take aprotinin,frequency-dotw
What side effects does aprotinin have,side-effects-list
What are the side effects of aprotinin,side-effects-list
what are aprotinin's side effects?,side-effects-list
does aprotinin have any side effects,side-effects-list
Does aprotinin cause nausea?,side-effects-cause
Is sneezing a symptom of aprotinin,side-effects-cause
is my upset stomach and aprotinin related,side-effects-cause
would aprotinin be the reason for my ulcers,side-effects-cause
How many aprotinin pill do I have left?,pill-current
How many aprotinins do i have right now?,pill-current
Current count of aprotinin pills,pill-current
when will i run out of aprotinin pills,pill-run-out
how long until i finish my aprotinin pills,pill-run-out
when will i stop taking aprotinin,calendar-end
what is my end date for aprotinin?,calendar-end
how long until i finish aprotinin,calendar-end
when did i start taking aprotinin,calendar-start
what is my start date for aprotinin?,calendar-start
how long since i started aprotinin,calendar-start
When is the next day I'll be taking aprotinin,calendar-next-day
Will i take aprotinin tomorrow?,calendar-next-day
whens the next time for aprotinin,calendar-next-day
When is the last day I'll be taking aprotinin,calendar-previous-day
Did i take aprotinin yesterday,calendar-previous-day
when was the last time for aprotinin,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 procarbazine pills today?,dosage-daily
what is today's dosage of procarbazine,dosage-daily
how much procarbazine am I taking per day,dosage-daily
what is my daily intake of procarbazine?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total procarbazine am I using?,dosage-total
How many times have I taken procarbazine?,frequency-number
How often do I take procarbazine?,frequency-number
How many days have I been on procarbazine?,frequency-number
How many more days do I need to take procarbazine,frequency-number
when do I take procarbazine,frequency-dotw
on what days am i taking procarbazine,frequency-dotw
when's the next time I take procarbazine,frequency-dotw
What side effects does procarbazine have,side-effects-list
What are the side effects of procarbazine,side-effects-list
what are procarbazine's side effects?,side-effects-list
does procarbazine have any side effects,side-effects-list
Does procarbazine cause nausea?,side-effects-cause
Is sneezing a symptom of procarbazine,side-effects-cause
is my upset stomach and procarbazine related,side-effects-cause
would procarbazine be the reason for my ulcers,side-effects-cause
How many procarbazine pill do I have left?,pill-current
How many procarbazines do i have right now?,pill-current
Current count of procarbazine pills,pill-current
when will i run out of procarbazine pills,pill-run-out
how long until i finish my procarbazine pills,pill-run-out
when will i stop taking procarbazine,calendar-end
what is my end date for procarbazine?,calendar-end
how long until i finish procarbazine,calendar-end
when did i start taking procarbazine,calendar-start
what is my start date for procarbazine?,calendar-start
how long since i started procarbazine,calendar-start
When is the next day I'll be taking procarbazine,calendar-next-day
Will i take procarbazine tomorrow?,calendar-next-day
whens the next time for procarbazine,calendar-next-day
When is the last day I'll be taking procarbazine,calendar-previous-day
Did i take procarbazine yesterday,calendar-previous-day
when was the last time for procarbazine,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 glycerol pills today?,dosage-daily
what is today's dosage of glycerol,dosage-daily
how much glycerol am I taking per day,dosage-daily
what is my daily intake of glycerol?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total glycerol am I using?,dosage-total
How many times have I taken glycerol?,frequency-number
How often do I take glycerol?,frequency-number
How many days have I been on glycerol?,frequency-number
How many more days do I need to take glycerol,frequency-number
when do I take glycerol,frequency-dotw
on what days am i taking glycerol,frequency-dotw
when's the next time I take glycerol,frequency-dotw
What side effects does glycerol have,side-effects-list
What are the side effects of glycerol,side-effects-list
what are glycerol's side effects?,side-effects-list
does glycerol have any side effects,side-effects-list
Does glycerol cause nausea?,side-effects-cause
Is sneezing a symptom of glycerol,side-effects-cause
is my upset stomach and glycerol related,side-effects-cause
would glycerol be the reason for my ulcers,side-effects-cause
How many glycerol pill do I have left?,pill-current
How many glycerols do i have right now?,pill-current
Current count of glycerol pills,pill-current
when will i run out of glycerol pills,pill-run-out
how long until i finish my glycerol pills,pill-run-out
when will i stop taking glycerol,calendar-end
what is my end date for glycerol?,calendar-end
how long until i finish glycerol,calendar-end
when did i start taking glycerol,calendar-start
what is my start date for glycerol?,calendar-start
how long since i started glycerol,calendar-start
When is the next day I'll be taking glycerol,calendar-next-day
Will i take glycerol tomorrow?,calendar-next-day
whens the next time for glycerol,calendar-next-day
When is the last day I'll be taking glycerol,calendar-previous-day
Did i take glycerol yesterday,calendar-previous-day
when was the last time for glycerol,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 estazolam pills today?,dosage-daily
what is today's dosage of estazolam,dosage-daily
how much estazolam am I taking per day,dosage-daily
what is my daily intake of estazolam?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total estazolam am I using?,dosage-total
How many times have I taken estazolam?,frequency-number
How often do I take estazolam?,frequency-number
How many days have I been on estazolam?,frequency-number
How many more days do I need to take estazolam,frequency-number
when do I take estazolam,frequency-dotw
on what days am i taking estazolam,frequency-dotw
when's the next time I take estazolam,frequency-dotw
What side effects does estazolam have,side-effects-list
What are the side effects of estazolam,side-effects-list
what are estazolam's side effects?,side-effects-list
does estazolam have any side effects,side-effects-list
Does estazolam cause nausea?,side-effects-cause
Is sneezing a symptom of estazolam,side-effects-cause
is my upset stomach and estazolam related,side-effects-cause
would estazolam be the reason for my ulcers,side-effects-cause
How many estazolam pill do I have left?,pill-current
How many estazolams do i have right now?,pill-current
Current count of estazolam pills,pill-current
when will i run out of estazolam pills,pill-run-out
how long until i finish my estazolam pills,pill-run-out
when will i stop taking estazolam,calendar-end
what is my end date for estazolam?,calendar-end
how long until i finish estazolam,calendar-end
when did i start taking estazolam,calendar-start
what is my start date for estazolam?,calendar-start
how long since i started estazolam,calendar-start
When is the next day I'll be taking estazolam,calendar-next-day
Will i take estazolam tomorrow?,calendar-next-day
whens the next time for estazolam,calendar-next-day
When is the last day I'll be taking estazolam,calendar-previous-day
Did i take estazolam yesterday,calendar-previous-day
when was the last time for estazolam,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 neomycin pills today?,dosage-daily
what is today's dosage of neomycin,dosage-daily
how much neomycin am I taking per day,dosage-daily
what is my daily intake of neomycin?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total neomycin am I using?,dosage-total
How many times have I taken neomycin?,frequency-number
How often do I take neomycin?,frequency-number
How many days have I been on neomycin?,frequency-number
How many more days do I need to take neomycin,frequency-number
when do I take neomycin,frequency-dotw
on what days am i taking neomycin,frequency-dotw
when's the next time I take neomycin,frequency-dotw
What side effects does neomycin have,side-effects-list
What are the side effects of neomycin,side-effects-list
what are neomycin's side effects?,side-effects-list
does neomycin have any side effects,side-effects-list
Does neomycin cause nausea?,side-effects-cause
Is sneezing a symptom of neomycin,side-effects-cause
is my upset stomach and neomycin related,side-effects-cause
would neomycin be the reason for my ulcers,side-effects-cause
How many neomycin pill do I have left?,pill-current
How many neomycins do i have right now?,pill-current
Current count of neomycin pills,pill-current
when will i run out of neomycin pills,pill-run-out
how long until i finish my neomycin pills,pill-run-out
when will i stop taking neomycin,calendar-end
what is my end date for neomycin?,calendar-end
how long until i finish neomycin,calendar-end
when did i start taking neomycin,calendar-start
what is my start date for neomycin?,calendar-start
how long since i started neomycin,calendar-start
When is the next day I'll be taking neomycin,calendar-next-day
Will i take neomycin tomorrow?,calendar-next-day
whens the next time for neomycin,calendar-next-day
When is the last day I'll be taking neomycin,calendar-previous-day
Did i take neomycin yesterday,calendar-previous-day
when was the last time for neomycin,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 meropenem pills today?,dosage-daily
what is today's dosage of meropenem,dosage-daily
how much meropenem am I taking per day,dosage-daily
what is my daily intake of meropenem?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total meropenem am I using?,dosage-total
How many times have I taken meropenem?,frequency-number
How often do I take meropenem?,frequency-number
How many days have I been on meropenem?,frequency-number
How many more days do I need to take meropenem,frequency-number
when do I take meropenem,frequency-dotw
on what days am i taking meropenem,frequency-dotw
when's the next time I take meropenem,frequency-dotw
What side effects does meropenem have,side-effects-list
What are the side effects of meropenem,side-effects-list
what are meropenem's side effects?,side-effects-list
does meropenem have any side effects,side-effects-list
Does meropenem cause nausea?,side-effects-cause
Is sneezing a symptom of meropenem,side-effects-cause
is my upset stomach and meropenem related,side-effects-cause
would meropenem be the reason for my ulcers,side-effects-cause
How many meropenem pill do I have left?,pill-current
How many meropenems do i have right now?,pill-current
Current count of meropenem pills,pill-current
when will i run out of meropenem pills,pill-run-out
how long until i finish my meropenem pills,pill-run-out
when will i stop taking meropenem,calendar-end
what is my end date for meropenem?,calendar-end
how long until i finish meropenem,calendar-end
when did i start taking meropenem,calendar-start
what is my start date for meropenem?,calendar-start
how long since i started meropenem,calendar-start
When is the next day I'll be taking meropenem,calendar-next-day
Will i take meropenem tomorrow?,calendar-next-day
whens the next time for meropenem,calendar-next-day
When is the last day I'll be taking meropenem,calendar-previous-day
Did i take meropenem yesterday,calendar-previous-day
when was the last time for meropenem,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 econazole pills today?,dosage-daily
what is today's dosage of econazole,dosage-daily
how much econazole am I taking per day,dosage-daily
what is my daily intake of econazole?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total econazole am I using?,dosage-total
How many times have I taken econazole?,frequency-number
How often do I take econazole?,frequency-number
How many days have I been on econazole?,frequency-number
How many more days do I need to take econazole,frequency-number
when do I take econazole,frequency-dotw
on what days am i taking econazole,frequency-dotw
when's the next time I take econazole,frequency-dotw
What side effects does econazole have,side-effects-list
What are the side effects of econazole,side-effects-list
what are econazole's side effects?,side-effects-list
does econazole have any side effects,side-effects-list
Does econazole cause nausea?,side-effects-cause
Is sneezing a symptom of econazole,side-effects-cause
is my upset stomach and econazole related,side-effects-cause
would econazole be the reason for my ulcers,side-effects-cause
How many econazole pill do I have left?,pill-current
How many econazoles do i have right now?,pill-current
Current count of econazole pills,pill-current
when will i run out of econazole pills,pill-run-out
how long until i finish my econazole pills,pill-run-out
when will i stop taking econazole,calendar-end
what is my end date for econazole?,calendar-end
how long until i finish econazole,calendar-end
when did i start taking econazole,calendar-start
what is my start date for econazole?,calendar-start
how long since i started econazole,calendar-start
When is the next day I'll be taking econazole,calendar-next-day
Will i take econazole tomorrow?,calendar-next-day
whens the next time for econazole,calendar-next-day
When is the last day I'll be taking econazole,calendar-previous-day
Did i take econazole yesterday,calendar-previous-day
when was the last time for econazole,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 sulfamethizole pills today?,dosage-daily
what is today's dosage of sulfamethizole,dosage-daily
how much sulfamethizole am I taking per day,dosage-daily
what is my daily intake of sulfamethizole?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total sulfamethizole am I using?,dosage-total
How many times have I taken sulfamethizole?,frequency-number
How often do I take sulfamethizole?,frequency-number
How many days have I been on sulfamethizole?,frequency-number
How many more days do I need to take sulfamethizole,frequency-number
when do I take sulfamethizole,frequency-dotw
on what days am i taking sulfamethizole,frequency-dotw
when's the next time I take sulfamethizole,frequency-dotw
What side effects does sulfamethizole have,side-effects-list
What are the side effects of sulfamethizole,side-effects-list
what are sulfamethizole's side effects?,side-effects-list
does sulfamethizole have any side effects,side-effects-list
Does sulfamethizole cause nausea?,side-effects-cause
Is sneezing a symptom of sulfamethizole,side-effects-cause
is my upset stomach and sulfamethizole related,side-effects-cause
would sulfamethizole be the reason for my ulcers,side-effects-cause
How many sulfamethizole pill do I have left?,pill-current
How many sulfamethizoles do i have right now?,pill-current
Current count of sulfamethizole pills,pill-current
when will i run out of sulfamethizole pills,pill-run-out
how long until i finish my sulfamethizole pills,pill-run-out
when will i stop taking sulfamethizole,calendar-end
what is my end date for sulfamethizole?,calendar-end
how long until i finish sulfamethizole,calendar-end
when did i start taking sulfamethizole,calendar-start
what is my start date for sulfamethizole?,calendar-start
how long since i started sulfamethizole,calendar-start
When is the next day I'll be taking sulfamethizole,calendar-next-day
Will i take sulfamethizole tomorrow?,calendar-next-day
whens the next time for sulfamethizole,calendar-next-day
When is the last day I'll be taking sulfamethizole,calendar-previous-day
Did i take sulfamethizole yesterday,calendar-previous-day
when was the last time for sulfamethizole,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 etidocaine pills today?,dosage-daily
what is today's dosage of etidocaine,dosage-daily
how much etidocaine am I taking per day,dosage-daily
what is my daily intake of etidocaine?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total etidocaine am I using?,dosage-total
How many times have I taken etidocaine?,frequency-number
How often do I take etidocaine?,frequency-number
How many days have I been on etidocaine?,frequency-number
How many more days do I need to take etidocaine,frequency-number
when do I take etidocaine,frequency-dotw
on what days am i taking etidocaine,frequency-dotw
when's the next time I take etidocaine,frequency-dotw
What side effects does etidocaine have,side-effects-list
What are the side effects of etidocaine,side-effects-list
what are etidocaine's side effects?,side-effects-list
does etidocaine have any side effects,side-effects-list
Does etidocaine cause nausea?,side-effects-cause
Is sneezing a symptom of etidocaine,side-effects-cause
is my upset stomach and etidocaine related,side-effects-cause
would etidocaine be the reason for my ulcers,side-effects-cause
How many etidocaine pill do I have left?,pill-current
How many etidocaines do i have right now?,pill-current
Current count of etidocaine pills,pill-current
when will i run out of etidocaine pills,pill-run-out
how long until i finish my etidocaine pills,pill-run-out
when will i stop taking etidocaine,calendar-end
what is my end date for etidocaine?,calendar-end
how long until i finish etidocaine,calendar-end
when did i start taking etidocaine,calendar-start
what is my start date for etidocaine?,calendar-start
how long since i started etidocaine,calendar-start
When is the next day I'll be taking etidocaine,calendar-next-day
Will i take etidocaine tomorrow?,calendar-next-day
whens the next time for etidocaine,calendar-next-day
When is the last day I'll be taking etidocaine,calendar-previous-day
Did i take etidocaine yesterday,calendar-previous-day
when was the last time for etidocaine,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 magaldrate pills today?,dosage-daily
what is today's dosage of magaldrate,dosage-daily
how much magaldrate am I taking per day,dosage-daily
what is my daily intake of magaldrate?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total magaldrate am I using?,dosage-total
How many times have I taken magaldrate?,frequency-number
How often do I take magaldrate?,frequency-number
How many days have I been on magaldrate?,frequency-number
How many more days do I need to take magaldrate,frequency-number
when do I take magaldrate,frequency-dotw
on what days am i taking magaldrate,frequency-dotw
when's the next time I take magaldrate,frequency-dotw
What side effects does magaldrate have,side-effects-list
What are the side effects of magaldrate,side-effects-list
what are magaldrate's side effects?,side-effects-list
does magaldrate have any side effects,side-effects-list
Does magaldrate cause nausea?,side-effects-cause
Is sneezing a symptom of magaldrate,side-effects-cause
is my upset stomach and magaldrate related,side-effects-cause
would magaldrate be the reason for my ulcers,side-effects-cause
How many magaldrate pill do I have left?,pill-current
How many magaldrates do i have right now?,pill-current
Current count of magaldrate pills,pill-current
when will i run out of magaldrate pills,pill-run-out
how long until i finish my magaldrate pills,pill-run-out
when will i stop taking magaldrate,calendar-end
what is my end date for magaldrate?,calendar-end
how long until i finish magaldrate,calendar-end
when did i start taking magaldrate,calendar-start
what is my start date for magaldrate?,calendar-start
how long since i started magaldrate,calendar-start
When is the next day I'll be taking magaldrate,calendar-next-day
Will i take magaldrate tomorrow?,calendar-next-day
whens the next time for magaldrate,calendar-next-day
When is the last day I'll be taking magaldrate,calendar-previous-day
Did i take magaldrate yesterday,calendar-previous-day
when was the last time for magaldrate,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 policosanol pills today?,dosage-daily
what is today's dosage of policosanol,dosage-daily
how much policosanol am I taking per day,dosage-daily
what is my daily intake of policosanol?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total policosanol am I using?,dosage-total
How many times have I taken policosanol?,frequency-number
How often do I take policosanol?,frequency-number
How many days have I been on policosanol?,frequency-number
How many more days do I need to take policosanol,frequency-number
when do I take policosanol,frequency-dotw
on what days am i taking policosanol,frequency-dotw
when's the next time I take policosanol,frequency-dotw
What side effects does policosanol have,side-effects-list
What are the side effects of policosanol,side-effects-list
what are policosanol's side effects?,side-effects-list
does policosanol have any side effects,side-effects-list
Does policosanol cause nausea?,side-effects-cause
Is sneezing a symptom of policosanol,side-effects-cause
is my upset stomach and policosanol related,side-effects-cause
would policosanol be the reason for my ulcers,side-effects-cause
How many policosanol pill do I have left?,pill-current
How many policosanols do i have right now?,pill-current
Current count of policosanol pills,pill-current
when will i run out of policosanol pills,pill-run-out
how long until i finish my policosanol pills,pill-run-out
when will i stop taking policosanol,calendar-end
what is my end date for policosanol?,calendar-end
how long until i finish policosanol,calendar-end
when did i start taking policosanol,calendar-start
what is my start date for policosanol?,calendar-start
how long since i started policosanol,calendar-start
When is the next day I'll be taking policosanol,calendar-next-day
Will i take policosanol tomorrow?,calendar-next-day
whens the next time for policosanol,calendar-next-day
When is the last day I'll be taking policosanol,calendar-previous-day
Did i take policosanol yesterday,calendar-previous-day
when was the last time for policosanol,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 ivabradine pills today?,dosage-daily
what is today's dosage of ivabradine,dosage-daily
how much ivabradine am I taking per day,dosage-daily
what is my daily intake of ivabradine?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total ivabradine am I using?,dosage-total
How many times have I taken ivabradine?,frequency-number
How often do I take ivabradine?,frequency-number
How many days have I been on ivabradine?,frequency-number
How many more days do I need to take ivabradine,frequency-number
when do I take ivabradine,frequency-dotw
on what days am i taking ivabradine,frequency-dotw
when's the next time I take ivabradine,frequency-dotw
What side effects does ivabradine have,side-effects-list
What are the side effects of ivabradine,side-effects-list
what are ivabradine's side effects?,side-effects-list
does ivabradine have any side effects,side-effects-list
Does ivabradine cause nausea?,side-effects-cause
Is sneezing a symptom of ivabradine,side-effects-cause
is my upset stomach and ivabradine related,side-effects-cause
would ivabradine be the reason for my ulcers,side-effects-cause
How many ivabradine pill do I have left?,pill-current
How many ivabradines do i have right now?,pill-current
Current count of ivabradine pills,pill-current
when will i run out of ivabradine pills,pill-run-out
how long until i finish my ivabradine pills,pill-run-out
when will i stop taking ivabradine,calendar-end
what is my end date for ivabradine?,calendar-end
how long until i finish ivabradine,calendar-end
when did i start taking ivabradine,calendar-start
what is my start date for ivabradine?,calendar-start
how long since i started ivabradine,calendar-start
When is the next day I'll be taking ivabradine,calendar-next-day
Will i take ivabradine tomorrow?,calendar-next-day
whens the next time for ivabradine,calendar-next-day
When is the last day I'll be taking ivabradine,calendar-previous-day
Did i take ivabradine yesterday,calendar-previous-day
when was the last time for ivabradine,calendar-previous-day
How many pills am I taking?,dosage-daily
Am I taking 4 collagenase pills today?,dosage-daily
what is today's dosage of collagenase,dosage-daily
how much collagenase am I taking per day,dosage-daily
what is my daily intake of collagenase?,dosage-daily
how many %s pills am i taking per week?,dosage-weekly
how much %s am i taking weekly?,dosage-weekly
what is my weekly intake of %s?,dosage-weekly
am I taking less than 4 pills a week?,dosage-weekly
am i taking more than 5 pills a week?,dosage-weekly
how many total collagenase am I using?,dosage-total
How many times have I taken collagenase?,frequency-number
How often do I take collagenase?,frequency-number
How many days have I been on collagenase?,frequency-number
How many more days do I need to take collagenase,frequency-number
when do I take collagenase,frequency-dotw
on what days am i taking collagenase,frequency-dotw
when's the next time I take collagenase,frequency-dotw
What side effects does collagenase have,side-effects-list
