how long until i finish flurbiprofen,calendar-end
when did i start taking flurbiprofen,calendar-start
what is my start date for flurbiprofen?,calendar-start
how long since i started flurbiprofen,calendar-start
How many moracizine pills am I taking today?,dosage-daily
Am I taking 4 moracizine pills today?,dosage-daily
what is today's dosage of moracizine,dosage-daily
how much moracizine am I taking per day,dosage-daily
what is my daily intake of moracizine?,dosage-daily
How many moracizine pills am I taking?,dosage-weekly
How many moracizine do I need to take right now?,dosage-weekly
how much moracizine am I taking next?,dosage-weekly
How many times have I taken moracizine?,frequency-number
How often do I take moracizine?,frequency-number
How many days have I been on moracizine?,frequency-number
How many more days do I need to take moracizine,frequency-number
What side effects does moracizine have,side-effects-list
What are the side effects of moracizine,side-effects-list
what are moracizine's side effects?,side-effects-list
does moracizine have any side effects,side-effects-list
Does moracizine cause nausea?,side-effects-cause
Is sneezing a symptom of moracizine,side-effects-cause
is my upset stomach and moracizine related,side-effects-cause
would moracizine be the reason for my ulcers,side-effects-cause
when will i stop taking moracizine,calendar-end
what is my end date for moracizine?,calendar-end
how long until i finish moracizine,calendar-end
when did i start taking moracizine,calendar-start
what is my start date for moracizine?,calendar-start
how long since i started moracizine,calendar-start
How many chlorambucil pills am I taking today?,dosage-daily
Am I taking 4 chlorambucil pills today?,dosage-daily
what is today's dosage of chlorambucil,dosage-daily
how much chlorambucil am I taking per day,dosage-daily
what is my daily intake of chlorambucil?,dosage-daily
How many chlorambucil pills am I taking?,dosage-weekly
How many chlorambucil do I need to take right now?,dosage-weekly
how much chlorambucil am I taking next?,dosage-weekly
How many times have I taken chlorambucil?,frequency-number
How often do I take chlorambucil?,frequency-number
How many days have I been on chlorambucil?,frequency-number
How many more days do I need to take chlorambucil,frequency-number
What side effects does chlorambucil have,side-effects-list
What are the side effects of chlorambucil,side-effects-list
what are chlorambucil's side effects?,side-effects-list
does chlorambucil have any side effects,side-effects-list
Does chlorambucil cause nausea?,side-effects-cause
Is sneezing a symptom of chlorambucil,side-effects-cause
is my upset stomach and chlorambucil related,side-effects-cause
would chlorambucil be the reason for my ulcers,side-effects-cause
when will i stop taking chlorambucil,calendar-end
what is my end date for chlorambucil?,calendar-end
how long until i finish chlorambucil,calendar-end
when did i start taking chlorambucil,calendar-start
what is my start date for chlorambucil?,calendar-start
how long since i started chlorambucil,calendar-start
How many trastuzumab emtansine pills am I taking today?,dosage-daily
Am I taking 4 trastuzumab emtansine pills today?,dosage-daily
what is today's dosage of trastuzumab emtansine,dosage-daily
how much trastuzumab emtansine am I taking per day,dosage-daily
what is my daily intake of trastuzumab emtansine?,dosage-daily
How many trastuzumab emtansine pills am I taking?,dosage-weekly
How many trastuzumab emtansine do I need to take right now?,dosage-weekly
how much trastuzumab emtansine am I taking next?,dosage-weekly
How many times have I taken trastuzumab emtansine?,frequency-number
How often do I take trastuzumab emtansine?,frequency-number
How many days have I been on trastuzumab emtansine?,frequency-number
How many more days do I need to take trastuzumab emtansine,frequency-number
What side effects does trastuzumab emtansine have,side-effects-list
What are the side effects of trastuzumab emtansine,side-effects-list
what are trastuzumab emtansine's side effects?,side-effects-list
does trastuzumab emtansine have any side effects,side-effects-list
Does trastuzumab emtansine cause nausea?,side-effects-cause
Is sneezing a symptom of trastuzumab emtansine,side-effects-cause
is my upset stomach and trastuzumab emtansine related,side-effects-cause
would trastuzumab emtansine be the reason for my ulcers,side-effects-cause
when will i stop taking trastuzumab emtansine,calendar-end
what is my end date for trastuzumab emtansine?,calendar-end
how long until i finish trastuzumab emtansine,calendar-end
when did i start taking trastuzumab emtansine,calendar-start
what is my start date for trastuzumab emtansine?,calendar-start
how long since i started trastuzumab emtansine,calendar-start
How many natalizumab pills am I taking today?,dosage-daily
Am I taking 4 natalizumab pills today?,dosage-daily
what is today's dosage of natalizumab,dosage-daily
how much natalizumab am I taking per day,dosage-daily
what is my daily intake of natalizumab?,dosage-daily
How many natalizumab pills am I taking?,dosage-weekly
How many natalizumab do I need to take right now?,dosage-weekly
how much natalizumab am I taking next?,dosage-weekly
How many times have I taken natalizumab?,frequency-number
How often do I take natalizumab?,frequency-number
How many days have I been on natalizumab?,frequency-number
How many more days do I need to take natalizumab,frequency-number
What side effects does natalizumab have,side-effects-list
What are the side effects of natalizumab,side-effects-list
what are natalizumab's side effects?,side-effects-list
does natalizumab have any side effects,side-effects-list
Does natalizumab cause nausea?,side-effects-cause
Is sneezing a symptom of natalizumab,side-effects-cause
is my upset stomach and natalizumab related,side-effects-cause
would natalizumab be the reason for my ulcers,side-effects-cause
when will i stop taking natalizumab,calendar-end
what is my end date for natalizumab?,calendar-end
how long until i finish natalizumab,calendar-end
when did i start taking natalizumab,calendar-start
what is my start date for natalizumab?,calendar-start
how long since i started natalizumab,calendar-start
How many ropinirole pills am I taking today?,dosage-daily
Am I taking 4 ropinirole pills today?,dosage-daily
what is today's dosage of ropinirole,dosage-daily
how much ropinirole am I taking per day,dosage-daily
what is my daily intake of ropinirole?,dosage-daily
How many ropinirole pills am I taking?,dosage-weekly
How many ropinirole do I need to take right now?,dosage-weekly
how much ropinirole am I taking next?,dosage-weekly
How many times have I taken ropinirole?,frequency-number
How often do I take ropinirole?,frequency-number
How many days have I been on ropinirole?,frequency-number
How many more days do I need to take ropinirole,frequency-number
What side effects does ropinirole have,side-effects-list
What are the side effects of ropinirole,side-effects-list
what are ropinirole's side effects?,side-effects-list
does ropinirole have any side effects,side-effects-list
Does ropinirole cause nausea?,side-effects-cause
Is sneezing a symptom of ropinirole,side-effects-cause
is my upset stomach and ropinirole related,side-effects-cause
would ropinirole be the reason for my ulcers,side-effects-cause
when will i stop taking ropinirole,calendar-end
what is my end date for ropinirole?,calendar-end
how long until i finish ropinirole,calendar-end
when did i start taking ropinirole,calendar-start
what is my start date for ropinirole?,calendar-start
how long since i started ropinirole,calendar-start
How many docosanol pills am I taking today?,dosage-daily
Am I taking 4 docosanol pills today?,dosage-daily
what is today's dosage of docosanol,dosage-daily
how much docosanol am I taking per day,dosage-daily
what is my daily intake of docosanol?,dosage-daily
How many docosanol pills am I taking?,dosage-weekly
How many docosanol do I need to take right now?,dosage-weekly
how much docosanol am I taking next?,dosage-weekly
How many times have I taken docosanol?,frequency-number
How often do I take docosanol?,frequency-number
How many days have I been on docosanol?,frequency-number
How many more days do I need to take docosanol,frequency-number
What side effects does docosanol have,side-effects-list
What are the side effects of docosanol,side-effects-list
what are docosanol's side effects?,side-effects-list
does docosanol have any side effects,side-effects-list
Does docosanol cause nausea?,side-effects-cause
Is sneezing a symptom of docosanol,side-effects-cause
is my upset stomach and docosanol related,side-effects-cause
would docosanol be the reason for my ulcers,side-effects-cause
when will i stop taking docosanol,calendar-end
what is my end date for docosanol?,calendar-end
how long until i finish docosanol,calendar-end
when did i start taking docosanol,calendar-start
what is my start date for docosanol?,calendar-start
how long since i started docosanol,calendar-start
How many acenocoumarol pills am I taking today?,dosage-daily
Am I taking 4 acenocoumarol pills today?,dosage-daily
what is today's dosage of acenocoumarol,dosage-daily
how much acenocoumarol am I taking per day,dosage-daily
what is my daily intake of acenocoumarol?,dosage-daily
How many acenocoumarol pills am I taking?,dosage-weekly
How many acenocoumarol do I need to take right now?,dosage-weekly
how much acenocoumarol am I taking next?,dosage-weekly
How many times have I taken acenocoumarol?,frequency-number
How often do I take acenocoumarol?,frequency-number
How many days have I been on acenocoumarol?,frequency-number
How many more days do I need to take acenocoumarol,frequency-number
What side effects does acenocoumarol have,side-effects-list
What are the side effects of acenocoumarol,side-effects-list
what are acenocoumarol's side effects?,side-effects-list
does acenocoumarol have any side effects,side-effects-list
Does acenocoumarol cause nausea?,side-effects-cause
Is sneezing a symptom of acenocoumarol,side-effects-cause
is my upset stomach and acenocoumarol related,side-effects-cause
would acenocoumarol be the reason for my ulcers,side-effects-cause
when will i stop taking acenocoumarol,calendar-end
what is my end date for acenocoumarol?,calendar-end
how long until i finish acenocoumarol,calendar-end
when did i start taking acenocoumarol,calendar-start
what is my start date for acenocoumarol?,calendar-start
how long since i started acenocoumarol,calendar-start
How many fluclorolone pills am I taking today?,dosage-daily
Am I taking 4 fluclorolone pills today?,dosage-daily
what is today's dosage of fluclorolone,dosage-daily
how much fluclorolone am I taking per day,dosage-daily
what is my daily intake of fluclorolone?,dosage-daily
How many fluclorolone pills am I taking?,dosage-weekly
How many fluclorolone do I need to take right now?,dosage-weekly
how much fluclorolone am I taking next?,dosage-weekly
How many times have I taken fluclorolone?,frequency-number
How often do I take fluclorolone?,frequency-number
How many days have I been on fluclorolone?,frequency-number
How many more days do I need to take fluclorolone,frequency-number
What side effects does fluclorolone have,side-effects-list
What are the side effects of fluclorolone,side-effects-list
what are fluclorolone's side effects?,side-effects-list
does fluclorolone have any side effects,side-effects-list
Does fluclorolone cause nausea?,side-effects-cause
Is sneezing a symptom of fluclorolone,side-effects-cause
is my upset stomach and fluclorolone related,side-effects-cause
would fluclorolone be the reason for my ulcers,side-effects-cause
when will i stop taking fluclorolone,calendar-end
what is my end date for fluclorolone?,calendar-end
how long until i finish fluclorolone,calendar-end
when did i start taking fluclorolone,calendar-start
what is my start date for fluclorolone?,calendar-start
how long since i started fluclorolone,calendar-start
How many vemurafenib pills am I taking today?,dosage-daily
Am I taking 4 vemurafenib pills today?,dosage-daily
what is today's dosage of vemurafenib,dosage-daily
how much vemurafenib am I taking per day,dosage-daily
what is my daily intake of vemurafenib?,dosage-daily
How many vemurafenib pills am I taking?,dosage-weekly
How many vemurafenib do I need to take right now?,dosage-weekly
how much vemurafenib am I taking next?,dosage-weekly
How many times have I taken vemurafenib?,frequency-number
How often do I take vemurafenib?,frequency-number
How many days have I been on vemurafenib?,frequency-number
How many more days do I need to take vemurafenib,frequency-number
What side effects does vemurafenib have,side-effects-list
What are the side effects of vemurafenib,side-effects-list
what are vemurafenib's side effects?,side-effects-list
does vemurafenib have any side effects,side-effects-list
Does vemurafenib cause nausea?,side-effects-cause
Is sneezing a symptom of vemurafenib,side-effects-cause
is my upset stomach and vemurafenib related,side-effects-cause
would vemurafenib be the reason for my ulcers,side-effects-cause
when will i stop taking vemurafenib,calendar-end
what is my end date for vemurafenib?,calendar-end
how long until i finish vemurafenib,calendar-end
when did i start taking vemurafenib,calendar-start
what is my start date for vemurafenib?,calendar-start
how long since i started vemurafenib,calendar-start
How many carbinoxamine pills am I taking today?,dosage-daily
Am I taking 4 carbinoxamine pills today?,dosage-daily
what is today's dosage of carbinoxamine,dosage-daily
how much carbinoxamine am I taking per day,dosage-daily
what is my daily intake of carbinoxamine?,dosage-daily
How many carbinoxamine pills am I taking?,dosage-weekly
How many carbinoxamine do I need to take right now?,dosage-weekly
how much carbinoxamine am I taking next?,dosage-weekly
How many times have I taken carbinoxamine?,frequency-number
How often do I take carbinoxamine?,frequency-number
How many days have I been on carbinoxamine?,frequency-number
How many more days do I need to take carbinoxamine,frequency-number
What side effects does carbinoxamine have,side-effects-list
What are the side effects of carbinoxamine,side-effects-list
what are carbinoxamine's side effects?,side-effects-list
does carbinoxamine have any side effects,side-effects-list
Does carbinoxamine cause nausea?,side-effects-cause
Is sneezing a symptom of carbinoxamine,side-effects-cause
is my upset stomach and carbinoxamine related,side-effects-cause
would carbinoxamine be the reason for my ulcers,side-effects-cause
when will i stop taking carbinoxamine,calendar-end
what is my end date for carbinoxamine?,calendar-end
how long until i finish carbinoxamine,calendar-end
when did i start taking carbinoxamine,calendar-start
what is my start date for carbinoxamine?,calendar-start
how long since i started carbinoxamine,calendar-start
How many quinine pills am I taking today?,dosage-daily
Am I taking 4 quinine pills today?,dosage-daily
what is today's dosage of quinine,dosage-daily
how much quinine am I taking per day,dosage-daily
what is my daily intake of quinine?,dosage-daily
How many quinine pills am I taking?,dosage-weekly
How many quinine do I need to take right now?,dosage-weekly
how much quinine am I taking next?,dosage-weekly
How many times have I taken quinine?,frequency-number
How often do I take quinine?,frequency-number
How many days have I been on quinine?,frequency-number
How many more days do I need to take quinine,frequency-number
What side effects does quinine have,side-effects-list
What are the side effects of quinine,side-effects-list
what are quinine's side effects?,side-effects-list
does quinine have any side effects,side-effects-list
Does quinine cause nausea?,side-effects-cause
Is sneezing a symptom of quinine,side-effects-cause
is my upset stomach and quinine related,side-effects-cause
would quinine be the reason for my ulcers,side-effects-cause
when will i stop taking quinine,calendar-end
what is my end date for quinine?,calendar-end
how long until i finish quinine,calendar-end
when did i start taking quinine,calendar-start
what is my start date for quinine?,calendar-start
how long since i started quinine,calendar-start
How many midodrine pills am I taking today?,dosage-daily
Am I taking 4 midodrine pills today?,dosage-daily
what is today's dosage of midodrine,dosage-daily
how much midodrine am I taking per day,dosage-daily
what is my daily intake of midodrine?,dosage-daily
How many midodrine pills am I taking?,dosage-weekly
How many midodrine do I need to take right now?,dosage-weekly
how much midodrine am I taking next?,dosage-weekly
How many times have I taken midodrine?,frequency-number
How often do I take midodrine?,frequency-number
How many days have I been on midodrine?,frequency-number
How many more days do I need to take midodrine,frequency-number
What side effects does midodrine have,side-effects-list
What are the side effects of midodrine,side-effects-list
what are midodrine's side effects?,side-effects-list
does midodrine have any side effects,side-effects-list
Does midodrine cause nausea?,side-effects-cause
Is sneezing a symptom of midodrine,side-effects-cause
is my upset stomach and midodrine related,side-effects-cause
would midodrine be the reason for my ulcers,side-effects-cause
when will i stop taking midodrine,calendar-end
what is my end date for midodrine?,calendar-end
how long until i finish midodrine,calendar-end
when did i start taking midodrine,calendar-start
what is my start date for midodrine?,calendar-start
how long since i started midodrine,calendar-start
How many dimethyl fumarate pills am I taking today?,dosage-daily
Am I taking 4 dimethyl fumarate pills today?,dosage-daily
what is today's dosage of dimethyl fumarate,dosage-daily
how much dimethyl fumarate am I taking per day,dosage-daily
what is my daily intake of dimethyl fumarate?,dosage-daily
How many dimethyl fumarate pills am I taking?,dosage-weekly
How many dimethyl fumarate do I need to take right now?,dosage-weekly
how much dimethyl fumarate am I taking next?,dosage-weekly
How many times have I taken dimethyl fumarate?,frequency-number
How often do I take dimethyl fumarate?,frequency-number
How many days have I been on dimethyl fumarate?,frequency-number
How many more days do I need to take dimethyl fumarate,frequency-number
What side effects does dimethyl fumarate have,side-effects-list
What are the side effects of dimethyl fumarate,side-effects-list
what are dimethyl fumarate's side effects?,side-effects-list
does dimethyl fumarate have any side effects,side-effects-list
Does dimethyl fumarate cause nausea?,side-effects-cause
Is sneezing a symptom of dimethyl fumarate,side-effects-cause
is my upset stomach and dimethyl fumarate related,side-effects-cause
would dimethyl fumarate be the reason for my ulcers,side-effects-cause
when will i stop taking dimethyl fumarate,calendar-end
what is my end date for dimethyl fumarate?,calendar-end
how long until i finish dimethyl fumarate,calendar-end
when did i start taking dimethyl fumarate,calendar-start
what is my start date for dimethyl fumarate?,calendar-start
how long since i started dimethyl fumarate,calendar-start
How many diphtheria toxoid pills am I taking today?,dosage-daily
Am I taking 4 diphtheria toxoid pills today?,dosage-daily
what is today's dosage of diphtheria toxoid,dosage-daily
how much diphtheria toxoid am I taking per day,dosage-daily
what is my daily intake of diphtheria toxoid?,dosage-daily
How many diphtheria toxoid pills am I taking?,dosage-weekly
How many diphtheria toxoid do I need to take right now?,dosage-weekly
how much diphtheria toxoid am I taking next?,dosage-weekly
How many times have I taken diphtheria toxoid?,frequency-number
How often do I take diphtheria toxoid?,frequency-number
How many days have I been on diphtheria toxoid?,frequency-number
How many more days do I need to take diphtheria toxoid,frequency-number
What side effects does diphtheria toxoid have,side-effects-list
What are the side effects of diphtheria toxoid,side-effects-list
what are diphtheria toxoid's side effects?,side-effects-list
does diphtheria toxoid have any side effects,side-effects-list
Does diphtheria toxoid cause nausea?,side-effects-cause
Is sneezing a symptom of diphtheria toxoid,side-effects-cause
is my upset stomach and diphtheria toxoid related,side-effects-cause
would diphtheria toxoid be the reason for my ulcers,side-effects-cause
when will i stop taking diphtheria toxoid,calendar-end
what is my end date for diphtheria toxoid?,calendar-end
how long until i finish diphtheria toxoid,calendar-end
when did i start taking diphtheria toxoid,calendar-start
what is my start date for diphtheria toxoid?,calendar-start
how long since i started diphtheria toxoid,calendar-start
How many attapulgite pills am I taking today?,dosage-daily
Am I taking 4 attapulgite pills today?,dosage-daily
what is today's dosage of attapulgite,dosage-daily
how much attapulgite am I taking per day,dosage-daily
what is my daily intake of attapulgite?,dosage-daily
How many attapulgite pills am I taking?,dosage-weekly
How many attapulgite do I need to take right now?,dosage-weekly
how much attapulgite am I taking next?,dosage-weekly
How many times have I taken attapulgite?,frequency-number
How often do I take attapulgite?,frequency-number
How many days have I been on attapulgite?,frequency-number
How many more days do I need to take attapulgite,frequency-number
What side effects does attapulgite have,side-effects-list
What are the side effects of attapulgite,side-effects-list
what are attapulgite's side effects?,side-effects-list
does attapulgite have any side effects,side-effects-list
Does attapulgite cause nausea?,side-effects-cause
Is sneezing a symptom of attapulgite,side-effects-cause
is my upset stomach and attapulgite related,side-effects-cause
would attapulgite be the reason for my ulcers,side-effects-cause
when will i stop taking attapulgite,calendar-end
what is my end date for attapulgite?,calendar-end
how long until i finish attapulgite,calendar-end
when did i start taking attapulgite,calendar-start
what is my start date for attapulgite?,calendar-start
how long since i started attapulgite,calendar-start
How many ponatinib pills am I taking today?,dosage-daily
Am I taking 4 ponatinib pills today?,dosage-daily
what is today's dosage of ponatinib,dosage-daily
how much ponatinib am I taking per day,dosage-daily
what is my daily intake of ponatinib?,dosage-daily
How many ponatinib pills am I taking?,dosage-weekly
How many ponatinib do I need to take right now?,dosage-weekly
how much ponatinib am I taking next?,dosage-weekly
How many times have I taken ponatinib?,frequency-number
How often do I take ponatinib?,frequency-number
How many days have I been on ponatinib?,frequency-number
How many more days do I need to take ponatinib,frequency-number
What side effects does ponatinib have,side-effects-list
What are the side effects of ponatinib,side-effects-list
what are ponatinib's side effects?,side-effects-list
does ponatinib have any side effects,side-effects-list
Does ponatinib cause nausea?,side-effects-cause
Is sneezing a symptom of ponatinib,side-effects-cause
is my upset stomach and ponatinib related,side-effects-cause
would ponatinib be the reason for my ulcers,side-effects-cause
when will i stop taking ponatinib,calendar-end
what is my end date for ponatinib?,calendar-end
how long until i finish ponatinib,calendar-end
when did i start taking ponatinib,calendar-start
what is my start date for ponatinib?,calendar-start
how long since i started ponatinib,calendar-start
How many naftidrofuryl pills am I taking today?,dosage-daily
Am I taking 4 naftidrofuryl pills today?,dosage-daily
what is today's dosage of naftidrofuryl,dosage-daily
how much naftidrofuryl am I taking per day,dosage-daily
what is my daily intake of naftidrofuryl?,dosage-daily
How many naftidrofuryl pills am I taking?,dosage-weekly
How many naftidrofuryl do I need to take right now?,dosage-weekly
how much naftidrofuryl am I taking next?,dosage-weekly
How many times have I taken naftidrofuryl?,frequency-number
How often do I take naftidrofuryl?,frequency-number
How many days have I been on naftidrofuryl?,frequency-number
How many more days do I need to take naftidrofuryl,frequency-number
What side effects does naftidrofuryl have,side-effects-list
What are the side effects of naftidrofuryl,side-effects-list
what are naftidrofuryl's side effects?,side-effects-list
does naftidrofuryl have any side effects,side-effects-list
Does naftidrofuryl cause nausea?,side-effects-cause
Is sneezing a symptom of naftidrofuryl,side-effects-cause
is my upset stomach and naftidrofuryl related,side-effects-cause
would naftidrofuryl be the reason for my ulcers,side-effects-cause
when will i stop taking naftidrofuryl,calendar-end
what is my end date for naftidrofuryl?,calendar-end
how long until i finish naftidrofuryl,calendar-end
when did i start taking naftidrofuryl,calendar-start
what is my start date for naftidrofuryl?,calendar-start
how long since i started naftidrofuryl,calendar-start
How many clofibrate pills am I taking today?,dosage-daily
Am I taking 4 clofibrate pills today?,dosage-daily
what is today's dosage of clofibrate,dosage-daily
how much clofibrate am I taking per day,dosage-daily
what is my daily intake of clofibrate?,dosage-daily
How many clofibrate pills am I taking?,dosage-weekly
How many clofibrate do I need to take right now?,dosage-weekly
how much clofibrate am I taking next?,dosage-weekly
How many times have I taken clofibrate?,frequency-number
How often do I take clofibrate?,frequency-number
How many days have I been on clofibrate?,frequency-number
How many more days do I need to take clofibrate,frequency-number
What side effects does clofibrate have,side-effects-list
What are the side effects of clofibrate,side-effects-list
what are clofibrate's side effects?,side-effects-list
does clofibrate have any side effects,side-effects-list
Does clofibrate cause nausea?,side-effects-cause
Is sneezing a symptom of clofibrate,side-effects-cause
is my upset stomach and clofibrate related,side-effects-cause
would clofibrate be the reason for my ulcers,side-effects-cause
when will i stop taking clofibrate,calendar-end
what is my end date for clofibrate?,calendar-end
how long until i finish clofibrate,calendar-end
when did i start taking clofibrate,calendar-start
what is my start date for clofibrate?,calendar-start
how long since i started clofibrate,calendar-start
How many furosemide pills am I taking today?,dosage-daily
Am I taking 4 furosemide pills today?,dosage-daily
what is today's dosage of furosemide,dosage-daily
how much furosemide am I taking per day,dosage-daily
what is my daily intake of furosemide?,dosage-daily
How many furosemide pills am I taking?,dosage-weekly
How many furosemide do I need to take right now?,dosage-weekly
how much furosemide am I taking next?,dosage-weekly
How many times have I taken furosemide?,frequency-number
How often do I take furosemide?,frequency-number
How many days have I been on furosemide?,frequency-number
How many more days do I need to take furosemide,frequency-number
What side effects does furosemide have,side-effects-list
What are the side effects of furosemide,side-effects-list
what are furosemide's side effects?,side-effects-list
does furosemide have any side effects,side-effects-list
Does furosemide cause nausea?,side-effects-cause
Is sneezing a symptom of furosemide,side-effects-cause
is my upset stomach and furosemide related,side-effects-cause
would furosemide be the reason for my ulcers,side-effects-cause
when will i stop taking furosemide,calendar-end
what is my end date for furosemide?,calendar-end
how long until i finish furosemide,calendar-end
when did i start taking furosemide,calendar-start
what is my start date for furosemide?,calendar-start
how long since i started furosemide,calendar-start
How many cholic acid pills am I taking today?,dosage-daily
Am I taking 4 cholic acid pills today?,dosage-daily
what is today's dosage of cholic acid,dosage-daily
how much cholic acid am I taking per day,dosage-daily
what is my daily intake of cholic acid?,dosage-daily
How many cholic acid pills am I taking?,dosage-weekly
How many cholic acid do I need to take right now?,dosage-weekly
how much cholic acid am I taking next?,dosage-weekly
How many times have I taken cholic acid?,frequency-number
How often do I take cholic acid?,frequency-number
How many days have I been on cholic acid?,frequency-number
How many more days do I need to take cholic acid,frequency-number
What side effects does cholic acid have,side-effects-list
What are the side effects of cholic acid,side-effects-list
what are cholic acid's side effects?,side-effects-list
does cholic acid have any side effects,side-effects-list
Does cholic acid cause nausea?,side-effects-cause
Is sneezing a symptom of cholic acid,side-effects-cause
is my upset stomach and cholic acid related,side-effects-cause
would cholic acid be the reason for my ulcers,side-effects-cause
when will i stop taking cholic acid,calendar-end
what is my end date for cholic acid?,calendar-end
how long until i finish cholic acid,calendar-end
when did i start taking cholic acid,calendar-start
what is my start date for cholic acid?,calendar-start
how long since i started cholic acid,calendar-start
How many guar gum pills am I taking today?,dosage-daily
Am I taking 4 guar gum pills today?,dosage-daily
what is today's dosage of guar gum,dosage-daily
how much guar gum am I taking per day,dosage-daily
what is my daily intake of guar gum?,dosage-daily
How many guar gum pills am I taking?,dosage-weekly
How many guar gum do I need to take right now?,dosage-weekly
how much guar gum am I taking next?,dosage-weekly
How many times have I taken guar gum?,frequency-number
How often do I take guar gum?,frequency-number
How many days have I been on guar gum?,frequency-number
How many more days do I need to take guar gum,frequency-number
What side effects does guar gum have,side-effects-list
What are the side effects of guar gum,side-effects-list
what are guar gum's side effects?,side-effects-list
does guar gum have any side effects,side-effects-list
Does guar gum cause nausea?,side-effects-cause
Is sneezing a symptom of guar gum,side-effects-cause
is my upset stomach and guar gum related,side-effects-cause
would guar gum be the reason for my ulcers,side-effects-cause
when will i stop taking guar gum,calendar-end
what is my end date for guar gum?,calendar-end
how long until i finish guar gum,calendar-end
when did i start taking guar gum,calendar-start
what is my start date for guar gum?,calendar-start
how long since i started guar gum,calendar-start
How many prednisone pills am I taking today?,dosage-daily
Am I taking 4 prednisone pills today?,dosage-daily
what is today's dosage of prednisone,dosage-daily
how much prednisone am I taking per day,dosage-daily
what is my daily intake of prednisone?,dosage-daily
How many prednisone pills am I taking?,dosage-weekly
How many prednisone do I need to take right now?,dosage-weekly
how much prednisone am I taking next?,dosage-weekly
How many times have I taken prednisone?,frequency-number
How often do I take prednisone?,frequency-number
How many days have I been on prednisone?,frequency-number
How many more days do I need to take prednisone,frequency-number
What side effects does prednisone have,side-effects-list
What are the side effects of prednisone,side-effects-list
what are prednisone's side effects?,side-effects-list
does prednisone have any side effects,side-effects-list
Does prednisone cause nausea?,side-effects-cause
Is sneezing a symptom of prednisone,side-effects-cause
is my upset stomach and prednisone related,side-effects-cause
would prednisone be the reason for my ulcers,side-effects-cause
when will i stop taking prednisone,calendar-end
what is my end date for prednisone?,calendar-end
how long until i finish prednisone,calendar-end
when did i start taking prednisone,calendar-start
what is my start date for prednisone?,calendar-start
how long since i started prednisone,calendar-start
How many bupivacaine pills am I taking today?,dosage-daily
Am I taking 4 bupivacaine pills today?,dosage-daily
what is today's dosage of bupivacaine,dosage-daily
how much bupivacaine am I taking per day,dosage-daily
what is my daily intake of bupivacaine?,dosage-daily
How many bupivacaine pills am I taking?,dosage-weekly
